date,action,price,shares,cost,cash_after,revenue
2018-12-04,BUY,89.93,1100,98952.68,1047.32,
2018-12-18,SELL,76.27,1100,,84919.15,83871.83
2019-01-16,BUY,76.56,1100,84241.26,677.89,
2019-03-28,SELL,101.71,1100,,112525.32,111847.44
2019-04-02,BUY,104.4,1000,104431.32,8094.0,
2019-04-11,SELL,99.85,1000,,107914.05,99820.04
2019-04-26,BUY,106.68,1000,106712.0,1202.05,
2019-07-17,SELL,129.87,1000,,131033.08,129831.04
2019-07-31,BUY,130.77,1000,130809.23,223.85,
2019-08-05,SELL,125.23,1000,,125416.28,125192.43
2019-08-14,BUY,136.95,900,123291.98,2124.31,
2019-10-11,SELL,154.23,900,,140889.67,138765.36
2019-11-04,BUY,159.97,800,128014.39,12875.27,
2019-11-26,SELL,156.52,800,,138053.71,125178.44
2020-01-07,BUY,152.57,900,137354.19,699.51,
2020-03-17,SELL,214.37,900,,193574.63,192875.12
2020-03-30,BUY,230.56,800,184503.33,9071.3,
2020-05-08,SELL,238.08,800,,199478.16,190406.86
2020-05-20,BUY,236.39,800,189168.73,10309.43,
2020-06-11,SELL,246.07,800,,207106.37,196796.94
2020-06-16,BUY,260.2,700,182194.64,24911.73,
2020-08-10,SELL,296.85,700,,232644.39,207732.66
2020-08-31,BUY,315.82,700,221140.32,11504.07,
2020-09-11,SELL,302.26,700,,223022.59,211518.53
2020-09-17,BUY,290.92,700,203705.09,19317.5,
2020-09-21,SELL,292.92,700,,224299.99,204982.49
2020-09-29,BUY,312.7,700,218955.67,5344.32,
2020-11-12,SELL,317.26,700,,227359.7,222015.38
2020-12-08,BUY,325.27,600,195220.55,32139.15,
2021-02-24,SELL,393.37,600,,268090.34,235951.19
2021-03-30,BUY,382.25,700,267655.27,435.07,
2021-06-16,SELL,418.44,700,,293255.2,292820.13
2021-07-01,BUY,471.86,600,283200.93,10054.26,
2021-07-07,SELL,433.52,600,,270088.23,260033.97
2021-09-08,BUY,308.87,800,247170.13,22918.1,
2021-10-22,SELL,338.86,800,,293924.77,271006.67
2021-11-04,BUY,363.87,800,291183.33,2741.44,
2021-11-15,SELL,342.8,800,,276899.17,274157.73
2021-11-18,BUY,351.35,700,246018.78,30880.39,
2021-11-24,SELL,336.66,700,,266471.69,235591.3
2021-12-15,BUY,334.87,700,234479.32,31992.37,
2022-01-06,SELL,313.87,700,,251635.45,219643.09
2022-03-01,BUY,302.87,800,242368.69,9266.76,
2022-03-09,SELL,262.83,800,,219467.69,210200.92
2022-03-23,BUY,285.68,700,200035.99,19431.69,
2022-03-28,SELL,266.37,700,,205834.76,186403.06
2022-04-08,BUY,283.86,700,198761.61,7073.14,
2022-04-26,SELL,293.87,700,,212720.43,205647.29
2022-05-06,BUY,281.87,700,197368.19,15352.24,
2022-05-10,SELL,278.97,700,,210572.66,195220.42
2022-06-06,BUY,282.36,700,197711.3,12861.36,
2022-07-14,SELL,303.35,700,,225142.66,212281.3
2022-07-15,BUY,296.41,700,207549.25,17593.41,
2022-07-18,SELL,289.36,700,,220084.64,202491.23
2022-08-15,BUY,278.65,700,195113.52,24971.13,
2022-08-22,SELL,278.39,700,,219785.67,194814.54
2022-09-15,BUY,281.66,700,197221.15,22564.52,
2022-09-22,SELL,240.31,700,,190731.05,168166.53
2022-10-11,BUY,281.13,600,168728.6,22002.45,
2022-11-09,SELL,285.86,600,,193466.99,171464.55
2022-11-21,BUY,304.36,600,182670.78,10796.21,
2022-12-09,SELL,290.8,600,,185223.87,174427.66
2022-12-30,BUY,295.33,600,177251.16,7972.71,
2023-02-07,SELL,296.55,600,,185849.33,177876.62
2023-03-31,BUY,291.07,600,174694.39,11154.93,
2023-04-10,SELL,291.26,600,,185858.51,174703.57
2023-04-12,BUY,287.71,600,172677.79,13180.72,
2023-04-25,SELL,282.08,600,,182377.95,169197.23
2023-05-08,BUY,280.5,600,168350.49,14027.46,
2023-05-11,SELL,283.4,600,,184016.44,169988.99
2023-05-19,BUY,290.41,600,174298.27,9718.17,
2023-06-05,SELL,285.26,600,,180822.82,171104.65
2023-06-26,BUY,282.46,600,169526.84,11295.98,
2023-06-28,SELL,283.68,600,,181452.92,170156.94
2023-07-19,BUY,281.38,600,168878.65,12574.27,
2023-08-04,SELL,269.94,600,,174489.68,161915.41
2023-08-30,BUY,252.86,600,151761.51,22728.17,
2023-09-05,SELL,251.35,600,,173492.92,150764.76
2023-09-18,BUY,261.86,600,157163.13,16329.79,
2023-10-17,SELL,250.74,600,,166728.65,150398.87
2023-11-01,BUY,266.66,600,160044.0,6684.66,
2023-12-25,SELL,275.25,600,,171785.11,165100.46
2024-02-07,BUY,289.16,500,144623.37,27161.74,
2024-03-21,SELL,278.16,500,,166200.01,139038.28
2024-04-25,BUY,273.26,600,164005.19,2194.83,
2024-05-28,SELL,288.05,600,,174972.98,172778.15
2024-09-06,BUY,231.76,700,162280.67,12692.31,
2024-09-09,SELL,234.23,700,,176604.12,163911.81
2024-09-10,BUY,234.72,700,164353.29,12250.83,
2024-09-13,SELL,225.39,700,,169976.5,157725.67
2024-09-30,BUY,286.72,500,143403.01,26573.49,
2024-10-31,SELL,260.32,500,,156694.44,130120.95
2024-11-08,BUY,279.58,500,139831.94,16862.5,
2024-11-20,SELL,270.37,500,,152006.95,135144.44
